sentiment,text
negative,"Still crying with Maureen. @DatMaureenChick : Hiks..  I thought you understand it, that we just joking."
negative,"@eliseland me too  but the trailer looks flippin' sweet, and the meadow with Laurent looks like I pictured it lols. I'M SO EXCITED."
negative,Really tired this afternoon &amp; I have the beginnings of a cold. My throat is killing me. Grrrr  Better be gone before my holiday next wk!
negative,"@GeoVaughn I got sick yesterday too. Achy, fever, headache... we must've gotten it at the rally. Sucks being sick huh? Especially ALONE!! "
negative,@strawp happened to be working there today. They say they could not obtain the print.. No longer available or something 
negative,GOod Morn Mah Twitt. Fam UGH Its Monday 
negative,Why do we even have to take finals? 
negative,"My vacation is over, time to get back to work "
negative,@kayyxoxox ONE MORE DAY! 
negative,blahhhh  not a good mood
negative,Anybody want to send me a new Samsung Impression??? I don't understand why neither company will help..my phone isn't even a month old. 
negative,@lexx_ington haha they are still....just less badass 
negative,@snschris so you don't love me anymore? 
negative,@danish_girl No i couldn't make it as it was going to be too expensive to get over  Were saving for our wedding still 2 months away.
negative,My stomach hurts 
negative,@TrixyFirecrackr same here ... 
negative,"@sashasbliss Aww, I'm a night owl and an early bird. (Not by choice.) I love staying up late.. but I gotta get up at 6:00 for work.  BOO!!"
negative,im gnna help with the trending topics and say New Moon trailer was bloody awesome  novembers so long away 
negative,Ugh! I am very sore and sunburned from working out in the yard yesterday 
negative,@chrissiecurry I WANNA MEEET YOU !!!!   
negative,Starting to wonder if my future landlord is crazy or prejudice against americans.. this may not end well 
negative,Drinking break... Alc free Weizen is out...   http://tinyurl.com/mdvqpn
negative,Back to work 
negative,@lexx_ington wow that last frown failed...heres another 
negative,Haatee chemistry 
negative,is so pleased to be back home. Glad i got that darn maths exam over with this morning. Even though i have to re-sit the previous two 
negative,I got dental treatment today...  So pain!!
negative,I miss my bed already 
negative,is on his DSi and unable to sleep 
negative,I am sick of sneezing  I hope this cold goes away before my flight on Thursday
negative,Had a blast at school today with the rest of the SSCs. So lethargic now 
negative,Redeyes are useless if you can't sleep on them. And I can't sleep on them unless the person next to me wants to cuddle. 
negative,is kinda frustrated... not morning workout  needed the rest...
negative,"I need a life, any one got one for sale? I'm sittin at home watchin scooby doo. Cant even be a sun worshiper cause i ran out of sunblock "
negative,"... not that I mind, but it hints that I might have trouble with the TLPD if I'm ever lucky enough to see him "
negative,#uniwar bots seem to be down   http://twitpic.com/6ecl6
negative,"everything hurts. it even hurt to have a shower, i thought my skin was being teared up. what the hell is wrong with me. "
negative,says he misses his baby boo  http://plurk.com/p/xmz5z
negative,Shit i just realized im not gonna be able to watch leno tonight. And i dont like conan. This is a great monday so far.... 
negative,wants to know where the Air france's airbus 330-200  is 
negative,summer is over! 12 more months!! 
negative,"@jbranigan - new comp set-up, files! changes! a whole mess of stuff!!  Has to be done &amp; today's the day...will check in when I can. And U?"
negative,Back to work people 
negative,"@KirrillyW don't mind me ahaha. was like this when I met Kellan &amp; Edi, lolz even though Edi is REALLY tall and I hate that cause I'm not "
negative,Words cannot describe my disappointment at not receiving any funding or support for my Comic project 
negative,&quot;Kapitan Sino?&quot; --wish I can buy this book by tomorrow. 
negative,R.I.P Danny La Rue - Such a Great Entertainer he was one of my idols and its such a shame 
negative,i just spilt my cuppa soup everywhere. now my room stinks of chicken noodle soup! 
negative,I'm wishing I could go back to sleep... I must have woken up every hour last night 
negative,"@shivasingh Here also max temp is 23, but in Office.;) Outside 35 "
negative,back to the the good old boring Jtown without my baby girl 
negative,@doylemb i want a donkey 
negative,"Fucking allergies.  Oh, and pink eye "
negative,I'm tired like ouch 
negative,@hen4 site would not open for me 
negative,First trip to the gym in over a week...and it hurts...ouch...why can't getting skinny and fit be easier 
negative,ahhh...another day of summer vaykayy....rain rain go away 
negative,Wow it's way to hot I've had to come inside 
negative,"Did you guys hear about that plane?! Just heard it this morning   that's what you call a tragedy. Prayers for any survivors, if not, souls"
negative,Starbucks was packed this morning with no parking .... Now I'm coffee-less 
negative,"Back in work after a few days off...calculating how many days left until I can retire...Dang it,its a biggie "
negative,"I need a nap, and I'm not going to get one.  "
negative,"@cazob urgh, ive still not seeen it !  xx"
negative,"UK Finance Bill 2009 enabling holding/issuing/trading of sukuks, incurring NO stamp duty land tax, may still trigger tax relief claw-back "
negative,@mojosmobile Just had my 5800XM reset itself 4 the 1st time ever! Installed new Twiitix v1.1 and was testing it out  #mojosmobile #twittix
negative,Monday morning. So NOT my favorite time of the week.  
negative,@LaurenConrad yeah it was. 
negative,@artfanatic411 b/c she wants it to happen just as much as tara. her mom told me that tara has been saving her change to go on one 
negative,@MoriDai I'm sad because I can't answer the test and I had so low score  I'm sorry...
negative,It's not even that I'm tired. It's that I'm SO tired I can't even function...only 6 more hrs to go 
negative,"envy pepi for she got a lovely bf who knows how to treat his gf on pms period!lucky you,darla.. "
negative,"Excited it's the last week, but feeling sad that I've got to say goodbye to my favorite class yet.  Makes me a bit sad.  "
negative,"@crazytwism  hell, they hv changed the cha nnel to star cricket.. trying to find the channel now"
negative,"finally i twittered, wow. it's been so longgggg!!!!!!! i miss baby. "
negative,wants my baby to text or call me  ugh he sleeps too much .. but i go to chicago tomorrow !!! yes !
negative,@rushh23 its 845am and im missing him already 
negative,Back to work.... i actually don't miss this place at all... I miss seeing my baby however 
negative,i have no idea how to use twitter  how do you make friends :S
negative,Omggg  Headache's baaack. Ffs.
negative,@_Jamesage 'tis very good. But I wish Radio 1 would stop playing it so much 
negative,says Ngayong ko lang nalaman na Student Regent-Select pa lang ang meron tayo.  BOR is still refusing to acce... http://plurk.com/p/xmzp6
negative,Major case of the Mondays 
negative,This is the worst day ever  i haaaaate sixth year
negative,isPlayer Has Died! Sorry 
negative,@FaketragedyCom Ouch that sounds awful! Maybe you blew too hard or your cold stuffed up your sinuses 
negative,"@golev, ?´?Ê?¯. ?? ?˝?????Ò•??Ê ?´?Ê ?Ø•??Ò?Ø•? ?˝•??Ê •?•??? S60. ???Ê•??? ?¯??•????´ ???Ø?? ??•ü???Ø??•????´, ???¨•???. ???Ò?´???˝???Ø, ?Ò?Ø???´, •ü???Ê ???˝?¯ •??¯•??¯ ?®??•??Ê•?•??Ø. "
negative,in space. watching underbelly on a RECLINER motherfucker.  i got done speeding tonight.. 
negative,"Hmmm...several people on the forums have received their DYSMC singles, but I have yet to even get shipping confirmation. "
negative,I'z not a millionare no more. The cheat didn't work.   
negative,@bellesimple2005 belle i miss you soo much  char. drama pod. tinuod bitao!
negative,i have to turn my laptop in today   *tear*
negative,juick.com: ?≠????•ü ?? •ü•?•ü •?•??? ??•??Ê?Ò?¯?´•??Ê ?Ò?¯?˙•? ???¯?´?´•?•?. ?≠•??¯?´•??? ???Ê?Ø•???  http://tinyurl.com/mxoym7
negative,I just ate my last ice cube 
negative,&gt;turn Terrible 2... she's throwing the most atrocious Tantrums.. I can't wait to get out the house!!! 
negative,Eating twisties. Twisties were not my snack food of choice but it is all we have 
negative,eating a cornetto. cone has cracked already 
negative,who has some time to go swimming I but nobodys at home  =(  =(
negative,@TiffanyDoughty I should have tried harder 
negative,"ugh, I don't wanna go to drivers ed. "
negative,i dont feel too good 
negative,Horror Monday. The Air France mystery - Vanished? Crashed? What what what? Heart-wrenched for those on the plane and their loved ones! 
negative,"misses dennis. this time, i felt it. after weeks of saying IDFC! É?ù  http://plurk.com/p/xmzwg"
negative,ew i hate chem  considering giving up &amp; just doing bio at uni... *-) im shit at chem so why then do it at uni?!
negative,Such a sad episode of the golden girls!! Sophia's new friend has alzheimers!  
negative,Healthy lunch has resulted in pomegranate seed lodged between teeth.Cannot get it out  Be warned ... pomegranates are sneaky!
negative,a fruit fly just tried to fly up my nose 
negative,thoughts are with families of air france flight 447 missing last night - this morning    Mondays........    sad  I hate airplanes
negative,Somebody saw my voice? Somebody??? I lost it... 
negative,"Damn, drysuits are affordable on ebay. Now I have no excuse "
negative,It's a pity that I will have to come out of hibernation in 13 days. 
negative,"@the100rabh dude even i wished you last night, but you did not thank me. "
negative,@hanashiki: Em cè?ng mu†Ø?n nh†ß?n qu?ˇ  Em cè?ng l?ˇ thi†ß®u nhi m?ˇ 
negative,@chrisfinlay Etchells are still landlocked but  dinghies are sailing.  Looking for a crew for Laser II but too cold to capsize right now 
negative,@TeresaKopec Well that sure as hell is depressing especially for those of us that live in MI 
negative,@funkylovin ohh ohh I want to play! :hyper  I just posted in daily thread i wont be around most of today tho 
negative,@steven_collins i wish  i'm going though. xxxxx
negative,Why do they always take us to mcdonald`s? I`m sick of mcdonald`s!! 
negative,"@davekellygalaxy Will be sad to see you go, you keep me entertained on my way home from work "
negative,"@TheGourmetGirl Morning, Elaine. No lovely food to report from my weekend. "
negative,Everyone have a good day!!!!! I cannot twitter from work 
negative,@britttnicole The same with me but I still have to go to school 
negative,why is no one twittering about me 
negative,@lebout oh no! Sounds painful  should heal super speed in this crazy sun though
negative,just pulled out three eyelashes!!!!!!!!!   i think i've developed a really bad habbit of pulling them out!!
negative,"In the words of vesta, congratulations ....  I thought it would've been me "
negative,"@FluffyFanoona u mean mid-June? Nice invasion of Rizvis house tday, what a dissappointment only the khadama was there "
negative,@KARupert Im so sorry to hear that Kristen. 
negative,On my way to the sitter.  Mad I missed The Hills last night 
negative,Going to be a busy day.  And to make it worse i have a major tooth ache.
negative,just searched eBay for 'fake cocaine'. 0 Results. 
negative,@heythurrerin Neither do I. It was so weird this morning in the cafeteria. It was so empty 
negative,@Kristofer_Krack Oh man! You can't punish ME for Kali's behaviour!! 
negative,"Thanks to you rain, I didn't get any sleep last night  Go away....please"
negative,@NiroWho 
negative,hello tweeps! haven't update since afternoon  too busy? haha 
negative,shouldn't be stuck indoors when the weather's this good 
negative,@3LittleMonsters i will have to wait till later to see the trailer too   gotta get kiddos ready to leave and get outta here!
negative,It's so sunny yay going to get muireanns pressie today its too warm to be in a shopping centre though  mtv movie awards tonight  xx
negative,"@crazytwism Federer 2 set down, wins 3rd set..and omg!! has broken 1st game , leads 2 -0 "
negative,"Oh dear, that's sad @aral @rellyab. Kids on board too. Hope there's survivors. BBC says it'd be out of fuel by now http://tr.im/lostplane "
negative,And yeah they wont let me before. I guess clearing up history and cache worked... I cant acces facebook though. 
negative,@Kgonhergrind heard about it! I'll have to catch the rerun. 
negative,Missed my train.  Will be late today 
negative,@Bearpiglett way too much!! Did u find my sunglasses in ur car I've lost then 
negative,Going to go to @kathryn_green_x 's house! Revision timee! 
negative,@skyejaden i'm afraid you might be concerned about haas now.  komm jetzt tommy!
negative,"Happy Monday! Another hot day here. Anything over 80 I can do without!  If I had A/C in my apt &amp; car it wouldn't be so bad, but I don't! "
negative,"This is it, internet! Goodbye to you until the one at school is set up! And STILL not everything is packed!!  Ugh "
negative,lunch... largely unsatisfying... my appetite has grown so much after just one week of holiday... 
negative,the internet at my parents' home is way to slow 
negative,@dancedivam ugh. me too.   I'm sorry.
negative,Shit i forgot to shave ...... 
negative,the job listings are not giving me hope for the week  anyone hiring?
negative,ugh i got a splinter in my finger and i cant get it out 
negative,One month ago today Justin was taking his stuff out of the house while I was at school. I came home to a note. 
negative,"holy crap they're on lost island: http://snipr.com/j78di -- but srsly, wow, hope they're OK.  "
negative,@funkylovin i will have to wait till later to see the trailer too  gotta get kiddos ready to leave and get outta here!
negative,Awwww R.I.P Danny La Rue....Goodbye Dolly 
negative,boooooooored  everyones doing RE todaay
negative,"@apneatic oh no, I'm so sorry! Losing pets is always so devestating "
negative,"@Lopsi sitting inside my office, air con on full blast in a shirt and tie. You win. "
negative,warmwarmwarmwarmwarm  do not like
negative,@its_sb  the way I want banana cake right now.
negative,"went for my morning jog, enjoyed the beautiful weather, and then showered. Wow, I feel so refreshed..only problem, I have to work...ugh "
negative,Booooo work 
negative,Great sunny morning at the shore.  Too bad I have to leave today. 
negative,isPlayer Has Died! Sorry 
negative,distraught cuz i have to find a new job 
negative,I think I like someone whom I am NOT supposed to. 
negative,ehhh why no sound? 
negative,Stacie the bartender is back noooooo!  I hate herrr!
negative,Hurray for Monday!... 
negative,http://bit.ly/AXRvU  i cant bloody afford 47?ú for that 
negative,"@IrishMel21 had to have been yesterday, when Dean &amp; I were watching in Applebee's on Saturday the Sox were still in 1st "
negative,It's sunny and I'm working 
negative,I can tell that today is going to be a bad day. Im already in a crap ass mood 
negative,@diskollama im soooo not adapting well to the fucking humid weather 
negative,in train....dont know wn it wd start moving................  
negative,@DaisyReyes I have 2 get the book 2 read it b4 I see it  
negative,@mr_gadget I need SATA 
negative,@LBSFCA I am not a fan of this airport trip. Please come back! 
negative,"blahblahblah, why am i still here, twittering away when i've got tons to study for? "
negative,Not feeling 2 happy 2day.Found out over weekend that my sausage dog is now paralyzed &amp; I need R15K to help save her 
negative,@Shady76  @pauleyperrette seems to have been suspended also. Must have also been a fake.  
negative,@sovietkiki say did you ever tell them how you felt? I'll bet that's why they still get to you 
negative,I eated all of my chicken 
negative,"10 days; 2 german papers, 3 french papers, 2 english papers, 2 history papers, a chemistry paper &amp; a physics papers  roll on the 11th!"
negative,its going slow so slow learning 
negative,"@chrisssyk mm not really  been feeling really crappy since last week. dw not swine though! haha, how your exams going love?"
negative,"Just a few more weeks of sleep, please! "
negative,fuckinq vomitinq eeewww!!!! get me some chicken soup 
negative,LOVE &lt;3 the NEW MOON trailer....!!! now to wait till November to see movie!!! 
negative,"@fairytale__  whaaaaaaattttttttt ? but because ? no longer? and how are we doing? we do not hear from may 26th, miss you "
negative,is getting sick from the recycled air from the air-con. It would be fine if people didn't eat their smelly lunches in the office! 
negative,@miss_r HAHAHAHAHAHAH OOPS. I am Tokio Hotel ashamed. 
negative,@lawpower No.   I'm going to do some further exploring though.  I'd also like my damn recycling bin!
negative,"omggg, i wanna go see @TraceCyrus (metro station) soo bad on thursday!!! i probably can'ttt  i'm freaking dying here!!!"
negative,@georgiedaintree yeah apparently from wednesday onwards 
negative,"@3Steez aaahhh. i know. but i just don't have time, i really dont   My eye is all swollen lmao.. not a good look"
negative,what happened to WALTER COLLINS? haha  Anyone know? LOLLL
negative,"is at  her wits ends. When is enough , enough? I am lost. "
negative,@Emmaroo i ~hate you 
negative,@NewYorkChica  ugh! Now I'm more freaked out about flying today for #oscarmayer
negative,surgery went pretty well. still sore.  Cant wait to see New Moon! the first sneak peak was awesome!!!
negative,is  at the sad news of Danny La Rue's passing RIP xx
negative,RockyTetLeia off to AZ .. sadface  Up early for anthropology. Happy June.
negative,new thumz comin to mei hous n say ei doglike. THAT is because ei am a Dog. Meow! Hei! Cat licken mei face when i restin 
negative,"@stephh_  oh very very cruel stephy, its my week to cop it too "
negative,@KunalGautam shopkeeper has said it will take atleast 25 days to get the mobo repaired. 
negative,@jeorgina I know  I am almost finished!
negative,@carambelle: where the hell r u?? I haven't talked to u for days!! miss you terribly.  and I'm not gonna cheat on u. love you. &lt;3
negative,@do_over: missed yall yesterday! 
negative,"@rinkuhero I actually thought of keeping indiegames.com posts down to 140 chars as well, but I don't think it'd go down well with others. "
negative,Not ready for this week to start and I still need to finish up my budget stuff for May 
negative,First day of work and my car is over heating... Great 
negative,Really not happy it's Monday 
negative,"is missing Los Angeles!I'm leaving at home for..um..wait I should look,for 2 months.omg!  I'm gonna miss my friends.!But summer party,yay!"
negative,Insane! Check out results of MTV Movie Awards  http://bit.ly/uuZIO
negative,is sweating her butt off. My AC pipes froze up 
negative,"June 1, 3-cars short on NJTransit and a long standing ride   Boo!"
negative,this office is to hot to work in... there is no air even with a fan on 
negative,"@mraisa 75K daw. Yeah, she wanted to get out of all the drama. To concentrate on her clothing line,etc. This Hills will never be the same "
negative,"@rlanthony hell, I am awake and have things to do. Besides, Skylar stole my spot already "
negative,"http://twitpic.com/6ectj - and on June 13, The Rodriguez cousins will once again reunite! haha! I miss the Escobar Hoodies though..  M ..."
negative,About to leave for work. 10-7 worst shift ever. Takes up the whole freakin day 
negative,Work seems so much more like work after a week of chilling at the lazy river.  
negative," Missing Air France Airbus was carrying 126 men, 82 women, 7 children and 1 baby...airline says no doubt it has crashed. Lightning strike"
negative,is back after being so ill and in bed for nearly 2 weeks  thought i was a gonna!!
negative,@vineshnair I watched it to get ready for some Lion King Musical here. Playing Banzai. Not much lines due to time constraint though. 
negative,lights out at 9:30...  so early!!!
negative,sore sore throat. wish i had someone to make me soup 
negative,"@kayleighxg Hey! How good is the weather?! Haha, I don't want to go back to school next week!  Haha!! Xx"
negative,Fuck today is going to be extra boring i forgot my lap top 
negative,my laptop freaking sucks... its just the slowest thing ever invented 
negative,Stuck on the metro 
negative,"Mario has been extremely rude over the weekend, I think the love is gone "
negative,@trekei blah! I still can't wait for 11/20/09.. I feel so guilty though 
negative,@duckie1013 it looks lovely outside. Stuck in office 
negative,@ECHO_47 Twitter has been having background &quot;issues&quot; lately. 
negative,Nott Too Happy I Got Dressed All Nice For Me To Eat a Whole Tub Of IceCream... Then Falll Asleep On The Sofa By Accident. Jst Made Toast. 
negative,"Dreamt I had oatmeal for breakfast. Out of milk. Almost made it with beer, but that didnt turn out so well last time so..no. Cruel dreams "
negative,@fordiddy tell me about it.  because it's my last one though i keep just thinking.. whether it goes bad or good.. it's the end 
negative,@Lucky_you33 Think of us office workers stuck indoors. It sucks 
negative,@LouiseGrundberg Ohh  Did the strawberry cheesecake make you feel better?
negative,@candydoodles laicaaaa im soo bored ... omg school is near 
negative,"@SaileshR I didn't realise it went down over the sea  But I'm still trying to see it all from Barry Manilow's angle, if a few miles south!"
negative,knowiowe biola one causei cancelled a show to leave 4 HI cause of my dad  But we shall!
negative,"Morning my tweets. Just got to Dodo, bummer. Its going to be  super sunny fantastic day, that I will only get to look at from my jail cel "
negative,"And so begins the stroll through finals week. Which hopefully is more like a sprint. That is to say, I want it to go by quick and blurry. "
negative,Im late for school!ah! I wish i could go out on the lake with Taryn. 
negative,OH NO! I just hit a bird!..I feel so bad 
negative,@davediver do yr Hony Kittys have pics..the first batch did now its just o_O they have got lazy 
negative,"@dani3boyz Beats me, I've been trying to figure that out for the past four years now... "
negative,"Have to die hair tonight, roots are showing, seems to grow so much quicker in summer "
negative,It IS NOT going 2 b a good traffic day! But in light of many more serious issues in the world like plane crash (  ) I'm not gonna complain
negative,@steffanwilliams 
negative,All 228 on board Air France feared dead  http://bit.ly/13iKGx
negative,is just back from a bite of lunch at Nandos. Most pleasant. Shame I have to work late tonight. 
negative,Need to call it a night. Sincere thoughts and prayers for loved ones of Air France crash passengers  RIP
negative,"@likeomgitserika To be honest, I really don't know but my dad is assuming it's 5'2 or something. I iz small "
negative,"@Hyper8 its breaking news, only facts so far was he was 81 and had short illness "
negative,"Heard about the missing Air France flight. Gosh, that's really sad and scary at the same time "
negative,aha friend gave me her old motorola razr and i got it working again but for how long... but still need a new cell tho 
negative,@amberlyn27 why nooot? did you try signing in and out of it? 
negative,"@zoecorkhill I am, its making me not want to go out "
negative,"vaca over   but I spoke to him all last night &amp; this morning ...have to say he's been a good influence,a good friend, a good bf...what"
negative,didn't get much sleep again last night 
negative,@poidpoii wish u could go to the camp w me  miss ya mitchie 
negative,@mojosmobile Twittix v1.1 is crashing and not loading avatar's correctly or not at all 
negative,Sincere thoughts and prayers for loved ones of Air France crash passengers  RIP
negative,I forgot my ipod 
negative,"@bangkokpundit the line's so blurred in Thailand depending on agendas, interests, I doubt anyone really knows, even those with an agenda "
negative,@Lauren2206 Well hows the head lol?  Can't say im the most fantastic condition today.  Really wish i was out in the sun 
negative,@childrensjewell Wish I'd been outside  Have been working on laptop with breaks for laundry &amp; tidying 
negative,@mayursha How does one lose an entire airplane plus crew and passengers!? Oh wait. 
negative,Just end to read the millenium trilogie from Stieg Larsson..and I'm so frustrated...we'll never know what happend after.. 
negative,"hi ho hi ho, it's off to work I go.  This weekend was too fantastic to give up."
negative,"@stardiver I still hope that since the BBC hasn't confirmed at date, that they'll air before us in the States. Because 7/20 is far away "
negative,isPlayer Has Died! Sorry 
negative,@step_up_steph 7 pages/7 sources 
negative,@jmebbk you seen Wiley's album yet? Can't find it and it's not been shipped from play.com  got Skepta's and @ItsBashy
negative,homeworks.  *sigh* I HATE MY TREDTRI PROFESSOR! (
negative,Nice... looks like North Korea is working on ICBM's  (intercontinental ballistic missile)
negative,@KellyMcEwen but its november 11th in america we will probs get it like a month or two after 
negative,@Appsanity Twitter suspended my account..... For 2 days. 
negative,this isn't any easier for me....... 
negative,@Geoffruben Thanks for the heads up. Hopefully someone will reopen it soon 
negative,"@LikeCheapWine ooh, you've seen mary poppins yday? "
negative,@CinnamonCloud nope!  can't get a signal... might have to rethink! lol 
negative,@gabbyyoung SO knackered today... boo hiss for office jobs  Hope you all got back safely!
negative,Woke up with a sore throat. I can't talk! 
negative,@ellyOoOOo I merajuk. Just found out you followed Luke on Twitter &amp; never followed me. Now I follow you feeling hurt. 
negative,Woman downstairs has a very yappy dog with the delightful name of Tallulah... I know this because woman yells at it over &amp; over again 
negative,"Need to get some signs printed for  a telephone number to go on our 4 sale sign, printing shop this morning wasnt interested "
negative,Both Obama and I were in New York City this weekend - i didn't see him though ... No sightings of Prince Harry either. 
negative,Callie has only been gone for 12 hours but I miss her squishy little face already! I wish she was in the wedding as our flower girl 
negative,@Eiwen judo? cool! I did karate and kenpo for a while. Karate- like 2 weeks. And kenpo- several years but I had to quit 
negative,too hot!!! had to reorder some tees so Bode tees should be done by next week 
negative,i hate life and driving!!! i fucked up my car tonight 
negative,So so tired!!!! I just want a nap 
negative,"@TheAtlanticVets Yup, Twitter has been having a lot of background uploading issues lately. "
negative,"Praying for the families of the people on the lost plane, and praying that everyone on the plane is safe and will return home.   it's sad"
negative,@HeatherShorter ugh. We had that happen a couple yes ago. We're STILL cleaning stuff.  sorry you have to deal with that
negative,Praying for the Air France crew and passengers 
negative,"@foamcow Was hoping to go see the ships myself. Wanted to see the Kaskelot, my streetÉ??s namesake! But alas, we did the garden instead "
negative,"@ObviousWriter hi mate, link not working "
negative,"Thinking of the friends &amp; families of passengers on AF447. Hoping for good news, but it seems unlikely now "
negative,It's to dam early to be studying 
negative,"@nomoretears ?¨?¨ ?Ò?Ø???´. ?¯??•????´ ?´?Ê •???•?•ü, ?¯ ??•ü???Ø??•????´?¯ ?´?¯???? ?????¯•?•?) ?Ø?¯???´??, •????????¯ ?®???ß???®?Ø•??´?¯?´??•ü•?^W ?®•????®•?•? ?˝•??Ê, ?®??•?????•ü "
negative,Don't find the solution for the &quot;jumping&quot; div with jQuery slideToggle... Have to bookmark more sites when I needed them the first time 
negative,http://twitpic.com/6ecxc - Castel Sant'Angelo - not open on Mondays  - was built to defend the Pope.  The statue adorning the top (of  ...
negative,my little baby dog is sitting on me right now and i can feel the stitches 
negative,Going back home tomorrow... 
negative,Wishes Taylorswift13 and elena Gomez would talk to me. 
negative,sometimes decisions are hard... but I hope they are for the best. 
negative,Oh man I need to get my arse home 
negative,"working out, laundry, bed. I have to go to work tomorrow  SO much for a long wkend. 19 days til #Timor..shiza"
negative,"Sounds like complete electrical failure,possible lightning strike.Will certainly be out of reserve fuel by now,so happy ending not likely "
negative,"@DeanDeanie It seems a bit wrong to stay inside while its so nice out! But I'm doing the same, albeit in an office "
negative,I'm feeling very overwhelmed right now. 
negative,Somebody follow me. This is so sad. 
negative,@daiselle *sadface* i was in nelle's position a few weeks ago. terrible terrible terrible. 
negative,i am SERIOUSLY scared to go to america now - an air france flight vanished off radar over the atlantic  i don't want that to happen to me.
negative,@ShiatheNinja uh oh ur private and I don't have an account 
negative,@JESS_TRUESDALE thanks boo. Yea the plane was broken  I'm just glad I didn't blow up on it
negative,Its too early...I'm so tired  gotta be productive today tho...bleh
negative,"Someone broke into Travis' car last night (when I say broke into, I mean open the unlocked doors) and stole at least his iPod "
negative,I hate when my followers go bye bye  LoL
negative,"oh fuck, my amazon orders came to ?ú60, it'd only be about ?ú50 but that fucking VAT  ordered some good stuff though (Y)"
negative,"Clare Balding has thyroid cancer.  http://tiny.cc/e2TdJ I have a fairly sizeable soft spot for Clare, so I really hope she'll be ok."
negative,"I'm off to summer school... It's so sad. I really, truly have not been out of the house. So, this is actually exciting... "
negative,finally got onto the computer freakin people b bo-gaurding the internet! lol blah sleep then diamond bar for dim sum &amp; cue pixs then work 
negative,@AmyKachurak @hoshin its an awesome nickname - I wanted a nickname but K-Fed was already taken 
negative,Hates MTV for making the videos unavailable for Canadians!!! 
negative,"R, i miss you too "
negative,@jessiefuller still worried though 
negative,@cwlangley aaww that's awful.  I hope you feel better 
negative,Home today. Not feeling well. 
negative,i cant get a photo up.. can anyone help me? 
negative,@DazzleMeThis I can't record tonight...my housemate is kicking me off the PC (sorry) 
negative,First day of summer! Still having a sore throat  NEED ICE CREAM!
negative,"@scarletfire Ha! I made that mistake once, too. Now it's turkey only and black bean soup "
negative,@martin_mills Unfortunately need to push on with website and mailshots. 
negative,i had math test today..im sure tht i will got F 
negative,On way to pilates and car won't start. 
negative,Swollen tear duct.... Wtfff i look like i have bags! And it hurts like hell  gotta go 2 the doctor http://twitpic.com/6ecyg
negative,"discussing a (very small) change in OTYS with one of our Czech programmers, they don't have a second Whitsun day... "
negative,"November 20th,New Moon...it's so far away "
negative,Shit forgot some back at the office 
negative,I wish taylorswift13 and Selena Gomez would talk to me. 
negative,Airbus vanishes from radar: Air France from Rio de Janeiro to Paris has disappeared. 
positive,yay the game is starting 
positive,currently revising meta tags. Believe! 
positive,@ViannaY Definitely! Last time I saw you was like during the winter in SLC Tim Horton's LOL - do you play squash? 
positive,@LisaLovexD I'll see you thereee 
positive,"@AreeLulibub Good morning, Aree. "
positive,@digidesignz hahaha!! Sweet  I'm new to this shiz and its different on my phone.
positive,@WeezyOfficial That youtube didn't work but nice pic 
positive,"@frankparker O I know! Can't help gettin excited bout it, myself! Turns me on, totally! I get too excited! Just like a little kid! "
positive,@trvsbrkr awesome! must have a minor forrest on your floor? 
positive,gots a new phoneeeeeeeeeeeeee 
positive,@pcsbox that's cool 
positive,@justmoilalala It's a good thing to do rather than tearing my heair out! 
positive,I could listen to Adele all day 
positive,"Prolly goin out 2nite, yay! Gonna see No More Goodbyes &amp; my Lou Lou! "
positive,"@Rachel316 LC, please put a shirt on. Mizz Rachel is hungry. Thanks "
positive,@Beverleyknight Hi Bev! Any chance you'll work with Peter Vitesse again? 'Till I See Ya' is still my favourite song of yours!  xx
positive,"@LindsaeKlein Woops! I mean Lindsae, of course... sorry, old habits die hard "
positive,On my way to the farm. 
positive,heading up to campus to tailgate. Hope we win 
positive,"SO happy I ran into Matt last night  He pretty much makes my day. Dubliner, Cuff, after-hours Kareoke.. dear diary: jackpot!"
positive,"Was listening to Comm Spin, but I think I will go for a mountain bike ride to lower my blood pressure. "
positive,"@RaiscaraAvalon Thanks!  My English is not that bad, but I am a perfeccionist! don't like to make mistakes especially being a journalist."
positive,@_DeeJayEss_ 4hours boom boom  http://www.4hoursmusic.com
positive,@OfficialJoBros  you guys are my inspiration thanks for everything !! 
positive,Quote o'the day: &quot;The spaces between your fingers were created so that another's could fill them in.&quot;    Unknown
positive,Up! This weekend should be fun! I'm probably making a stop to the Apple store. 
positive,@SnavenShake well I suppose that is true. Huzzah snow days then  (although I'd be okay with it NOT happening in the middle of april lol)
positive,"@leonkay Lol - just got your comment there! Trampoline is fine, nt yet fallen 2 bits! I have been bouncing on it all day! What you up to? "
positive,"@NubianEagle I was tempted this morning. I randomly woke up at 5:30, but I had just fallen asleep after 2. My sanity is more important. "
positive,@sharonluvscats oh.  soulstice isnt from harper.  its from little brown 
positive,"@treypennington You are welcome, Trey - it was great food for thought. "
positive,10.000Kg today moved packed my stuff and now chilaxxin   Girls talk to me
positive,@DeLaGrana what are you buying me?!?! I'll buy you a one way ticket home. With no return flight 
positive,@kingsthings Can you convince some of your non-twittered CNN colleagues to follow your example?  Blitzer needs a twitter!
